PRECINCT NUMBER,PRECINCT NAME,DISTRICT NUMBER,DISTRICT NAME,DISTRICT TYPE,DISTRICT TYPE ABBR
69,PRECINCT 69,30,SMD 10-ANC 5A,SINGLE MEMBER DISTRICT,SMD
69,PRECINCT 69,30,SMD 11-ANC 5A,SINGLE MEMBER DISTRICT,SMD
70,PRECINCT 70,20,ANC 5A SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
70,PRECINCT 70,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
70,PRECINCT 70,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
70,PRECINCT 70,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
70,PRECINCT 70,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
70,PRECINCT 70,30,SMD 04-ANC 5B,SINGLE MEMBER DISTRICT,SMD
70,PRECINCT 70,30,SMD 07-ANC 5A,SINGLE MEMBER DISTRICT,SMD
70,PRECINCT 70,30,SMD 10-ANC 5A,SINGLE MEMBER DISTRICT,SMD
71,PRECINCT 71,20,ANC 5A SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
71,PRECINCT 71,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
71,PRECINCT 71,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
71,PRECINCT 71,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
71,PRECINCT 71,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
71,PRECINCT 71,30,SMD 02-ANC 5B,SINGLE MEMBER DISTRICT,SMD
71,PRECINCT 71,30,SMD 04-ANC 5B,SINGLE MEMBER DISTRICT,SMD
71,PRECINCT 71,30,SMD 09-ANC 5B,SINGLE MEMBER DISTRICT,SMD
71,PRECINCT 71,30,SMD 10-ANC 5A,SINGLE MEMBER DISTRICT,SMD
71,PRECINCT 71,30,SMD 11-ANC 5A,SINGLE MEMBER DISTRICT,SMD
72,PRECINCT 72,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
72,PRECINCT 72,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
72,PRECINCT 72,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
72,PRECINCT 72,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
72,PRECINCT 72,30,SMD 01-ANC 5B,SINGLE MEMBER DISTRICT,SMD
72,PRECINCT 72,30,SMD 02-ANC 5B,SINGLE MEMBER DISTRICT,SMD
72,PRECINCT 72,30,SMD 03-ANC 5B,SINGLE MEMBER DISTRICT,SMD
72,PRECINCT 72,30,SMD 04-ANC 5B,SINGLE MEMBER DISTRICT,SMD
72,PRECINCT 72,30,SMD 06-ANC 5B,SINGLE MEMBER DISTRICT,SMD
72,PRECINCT 72,30,SMD 09-ANC 5B,SINGLE MEMBER DISTRICT,SMD
73,PRECINCT 73,20,ANC 5A SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
73,PRECINCT 73,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
73,PRECINCT 73,20,ANC 5C SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
73,PRECINCT 73,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
73,PRECINCT 73,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
73,PRECINCT 73,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
73,PRECINCT 73,30,SMD 04-ANC 5B,SINGLE MEMBER DISTRICT,SMD
73,PRECINCT 73,30,SMD 07-ANC 5A,SINGLE MEMBER DISTRICT,SMD
73,PRECINCT 73,30,SMD 09-ANC 5C,SINGLE MEMBER DISTRICT,SMD
74,PRECINCT 74,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
74,PRECINCT 74,20,ANC 5C SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
74,PRECINCT 74,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
74,PRECINCT 74,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
74,PRECINCT 74,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
74,PRECINCT 74,30,SMD 04-ANC 5B,SINGLE MEMBER DISTRICT,SMD
74,PRECINCT 74,30,SMD 06-ANC 5C,SINGLE MEMBER DISTRICT,SMD
74,PRECINCT 74,30,SMD 07-ANC 5C,SINGLE MEMBER DISTRICT,SMD
74,PRECINCT 74,30,SMD 08-ANC 5C,SINGLE MEMBER DISTRICT,SMD
74,PRECINCT 74,30,SMD 09-ANC 5C,SINGLE MEMBER DISTRICT,SMD
74,PRECINCT 74,30,SMD 10-ANC 5C,SINGLE MEMBER DISTRICT,SMD
75,PRECINCT 75,20,ANC 5C SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
75,PRECINCT 75,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
75,PRECINCT 75,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
75,PRECINCT 75,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
75,PRECINCT 75,30,SMD 02-ANC 5C,SINGLE MEMBER DISTRICT,SMD
75,PRECINCT 75,30,SMD 03-ANC 5C,SINGLE MEMBER DISTRICT,SMD
75,PRECINCT 75,30,SMD 05-ANC 5C,SINGLE MEMBER DISTRICT,SMD
75,PRECINCT 75,30,SMD 06-ANC 5C,SINGLE MEMBER DISTRICT,SMD
76,PRECINCT 76,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
76,PRECINCT 76,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
76,PRECINCT 76,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
76,PRECINCT 76,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
76,PRECINCT 76,30,SMD 05-ANC 5B,SINGLE MEMBER DISTRICT,SMD
76,PRECINCT 76,30,SMD 06-ANC 5B,SINGLE MEMBER DISTRICT,SMD
76,PRECINCT 76,30,SMD 09-ANC 5B,SINGLE MEMBER DISTRICT,SMD
77,PRECINCT 77,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
77,PRECINCT 77,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
77,PRECINCT 77,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
77,PRECINCT 77,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
77,PRECINCT 77,30,SMD 06-ANC 5B,SINGLE MEMBER DISTRICT,SMD
77,PRECINCT 77,30,SMD 07-ANC 5B,SINGLE MEMBER DISTRICT,SMD
77,PRECINCT 77,30,SMD 08-ANC 5B,SINGLE MEMBER DISTRICT,SMD
77,PRECINCT 77,30,SMD 10-ANC 5B,SINGLE MEMBER DISTRICT,SMD
78,PRECINCT 78,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
78,PRECINCT 78,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
78,PRECINCT 78,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
78,PRECINCT 78,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
78,PRECINCT 78,30,SMD 05-ANC 5B,SINGLE MEMBER DISTRICT,SMD
78,PRECINCT 78,30,SMD 07-ANC 5B,SINGLE MEMBER DISTRICT,SMD
78,PRECINCT 78,30,SMD 09-ANC 5B,SINGLE MEMBER DISTRICT,SMD
78,PRECINCT 78,30,SMD 10-ANC 5B,SINGLE MEMBER DISTRICT,SMD
78,PRECINCT 78,30,SMD 11-ANC 5B,SINGLE MEMBER DISTRICT,SMD
78,PRECINCT 78,30,SMD 12-ANC 5B,SINGLE MEMBER DISTRICT,SMD
79,PRECINCT 79,20,ANC 5B SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
79,PRECINCT 79,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
79,PRECINCT 79,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
79,PRECINCT 79,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
79,PRECINCT 79,30,SMD 10-ANC 5B,SINGLE MEMBER DISTRICT,SMD
79,PRECINCT 79,30,SMD 11-ANC 5B,SINGLE MEMBER DISTRICT,SMD
79,PRECINCT 79,30,SMD 12-ANC 5B,SINGLE MEMBER DISTRICT,SMD
80,PRECINCT 80,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
80,PRECINCT 80,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
80,PRECINCT 80,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
80,PRECINCT 80,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
80,PRECINCT 80,30,SMD 01-ANC 7D,SINGLE MEMBER DISTRICT,SMD
81,PRECINCT 81,20,ANC 6A SMD 1-8,ADVISORY NEIGHBORHOOD COMM,ANC
81,PRECINCT 81,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
81,PRECINCT 81,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
81,PRECINCT 81,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
81,PRECINCT 81,30,SMD 05-ANC 6A,SINGLE MEMBER DISTRICT,SMD
81,PRECINCT 81,30,SMD 06-ANC 6A,SINGLE MEMBER DISTRICT,SMD
81,PRECINCT 81,30,SMD 07-ANC 6A,SINGLE MEMBER DISTRICT,SMD
81,PRECINCT 81,30,SMD 08-ANC 6A,SINGLE MEMBER DISTRICT,SMD
82,PRECINCT 82,20,ANC 6A SMD 1-8,ADVISORY NEIGHBORHOOD COMM,ANC
82,PRECINCT 82,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
82,PRECINCT 82,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
82,PRECINCT 82,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
82,PRECINCT 82,30,SMD 01-ANC 6A,SINGLE MEMBER DISTRICT,SMD
82,PRECINCT 82,30,SMD 02-ANC 6A,SINGLE MEMBER DISTRICT,SMD
82,PRECINCT 82,30,SMD 03-ANC 6A,SINGLE MEMBER DISTRICT,SMD
82,PRECINCT 82,30,SMD 06-ANC 6A,SINGLE MEMBER DISTRICT,SMD
83,PRECINCT 83,20,ANC 6A SMD 1-8,ADVISORY NEIGHBORHOOD COMM,ANC
83,PRECINCT 83,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
83,PRECINCT 83,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
83,PRECINCT 83,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
83,PRECINCT 83,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
83,PRECINCT 83,30,SMD 01-ANC 6A,SINGLE MEMBER DISTRICT,SMD
83,PRECINCT 83,30,SMD 04-ANC 6C,SINGLE MEMBER DISTRICT,SMD
83,PRECINCT 83,30,SMD 05-ANC 6C,SINGLE MEMBER DISTRICT,SMD
83,PRECINCT 83,30,SMD 08-ANC 6C,SINGLE MEMBER DISTRICT,SMD
84,PRECINCT 84,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
84,PRECINCT 84,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
84,PRECINCT 84,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
84,PRECINCT 84,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
84,PRECINCT 84,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
84,PRECINCT 84,30,SMD 05-ANC 6C,SINGLE MEMBER DISTRICT,SMD
84,PRECINCT 84,30,SMD 06-ANC 6C,SINGLE MEMBER DISTRICT,SMD
84,PRECINCT 84,30,SMD 08-ANC 6C,SINGLE MEMBER DISTRICT,SMD
85,PRECINCT 85,20,ANC 6A SMD 1-8,ADVISORY NEIGHBORHOOD COMM,ANC
85,PRECINCT 85,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
85,PRECINCT 85,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
85,PRECINCT 85,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
85,PRECINCT 85,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
85,PRECINCT 85,30,SMD 02-ANC 6A,SINGLE MEMBER DISTRICT,SMD
85,PRECINCT 85,30,SMD 03-ANC 6A,SINGLE MEMBER DISTRICT,SMD
85,PRECINCT 85,30,SMD 05-ANC 6A,SINGLE MEMBER DISTRICT,SMD
85,PRECINCT 85,30,SMD 06-ANC 6C,SINGLE MEMBER DISTRICT,SMD
85,PRECINCT 85,30,SMD 07-ANC 6C,SINGLE MEMBER DISTRICT,SMD
86,PRECINCT 86,20,ANC 6A SMD 1-8,ADVISORY NEIGHBORHOOD COMM,ANC
86,PRECINCT 86,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
86,PRECINCT 86,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
86,PRECINCT 86,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
86,PRECINCT 86,30,SMD 03-ANC 6A,SINGLE MEMBER DISTRICT,SMD
86,PRECINCT 86,30,SMD 04-ANC 6A,SINGLE MEMBER DISTRICT,SMD
86,PRECINCT 86,30,SMD 05-ANC 6A,SINGLE MEMBER DISTRICT,SMD
86,PRECINCT 86,30,SMD 08-ANC 6A,SINGLE MEMBER DISTRICT,SMD
87,PRECINCT 87,20,ANC 6A SMD 1-8,ADVISORY NEIGHBORHOOD COMM,ANC
87,PRECINCT 87,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
87,PRECINCT 87,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
87,PRECINCT 87,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
87,PRECINCT 87,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
87,PRECINCT 87,30,SMD 06-ANC 6B,SINGLE MEMBER DISTRICT,SMD
87,PRECINCT 87,30,SMD 08-ANC 6A,SINGLE MEMBER DISTRICT,SMD
87,PRECINCT 87,30,SMD 08-ANC 6B,SINGLE MEMBER DISTRICT,SMD
87,PRECINCT 87,30,SMD 09-ANC 6B,SINGLE MEMBER DISTRICT,SMD
87,PRECINCT 87,30,SMD 10-ANC 6B,SINGLE MEMBER DISTRICT,SMD
87,PRECINCT 87,30,SMD 11--ANC 6B,SINGLE MEMBER DISTRICT,SMD
88,PRECINCT 88,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
88,PRECINCT 88,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
88,PRECINCT 88,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
88,PRECINCT 88,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
88,PRECINCT 88,30,SMD 04-ANC 6B,SINGLE MEMBER DISTRICT,SMD
88,PRECINCT 88,30,SMD 05-ANC 6B,SINGLE MEMBER DISTRICT,SMD
88,PRECINCT 88,30,SMD 06-ANC 6B,SINGLE MEMBER DISTRICT,SMD
88,PRECINCT 88,30,SMD 08-ANC 6B,SINGLE MEMBER DISTRICT,SMD
89,PRECINCT 89,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
89,PRECINCT 89,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
89,PRECINCT 89,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
89,PRECINCT 89,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
89,PRECINCT 89,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
89,PRECINCT 89,30,SMD 01-ANC 6B,SINGLE MEMBER DISTRICT,SMD
89,PRECINCT 89,30,SMD 02-ANC 6B,SINGLE MEMBER DISTRICT,SMD
89,PRECINCT 89,30,SMD 03-ANC 6B,SINGLE MEMBER DISTRICT,SMD
89,PRECINCT 89,30,SMD 05-ANC 6B,SINGLE MEMBER DISTRICT,SMD
89,PRECINCT 89,30,SMD 07-ANC 6C,SINGLE MEMBER DISTRICT,SMD
89,PRECINCT 89,30,SMD 08-ANC 6C,SINGLE MEMBER DISTRICT,SMD
90,PRECINCT 90,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
90,PRECINCT 90,20,ANC 6D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
90,PRECINCT 90,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
90,PRECINCT 90,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
90,PRECINCT 90,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
90,PRECINCT 90,30,SMD 02-ANC 6B,SINGLE MEMBER DISTRICT,SMD
90,PRECINCT 90,30,SMD 03-ANC 6B,SINGLE MEMBER DISTRICT,SMD
90,PRECINCT 90,30,SMD 04-ANC 6B,SINGLE MEMBER DISTRICT,SMD
90,PRECINCT 90,30,SMD 07-ANC 6D,SINGLE MEMBER DISTRICT,SMD
91,PRECINCT 91,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
91,PRECINCT 91,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
91,PRECINCT 91,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
91,PRECINCT 91,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
91,PRECINCT 91,30,SMD 04-ANC 6B,SINGLE MEMBER DISTRICT,SMD
91,PRECINCT 91,30,SMD 06-ANC 6B,SINGLE MEMBER DISTRICT,SMD
91,PRECINCT 91,30,SMD 07-ANC 6B,SINGLE MEMBER DISTRICT,SMD
91,PRECINCT 91,30,SMD 08-ANC 6B,SINGLE MEMBER DISTRICT,SMD
91,PRECINCT 91,30,SMD 09-ANC 6B,SINGLE MEMBER DISTRICT,SMD
92,PRECINCT 92,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
92,PRECINCT 92,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
92,PRECINCT 92,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
92,PRECINCT 92,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
92,PRECINCT 92,30,SMD 02-ANC 7D,SINGLE MEMBER DISTRICT,SMD
92,PRECINCT 92,30,SMD 03-ANC 7D,SINGLE MEMBER DISTRICT,SMD
93,PRECINCT 93,20,ANC 7C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
93,PRECINCT 93,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
93,PRECINCT 93,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
93,PRECINCT 93,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
93,PRECINCT 93,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
93,PRECINCT 93,30,SMD 03-ANC 7D,SINGLE MEMBER DISTRICT,SMD
93,PRECINCT 93,30,SMD 04-ANC 7C,SINGLE MEMBER DISTRICT,SMD
93,PRECINCT 93,30,SMD 07-ANC 7C,SINGLE MEMBER DISTRICT,SMD
94,PRECINCT 94,20,ANC 7C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
94,PRECINCT 94,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
94,PRECINCT 94,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
94,PRECINCT 94,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
94,PRECINCT 94,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
94,PRECINCT 94,30,SMD 01-ANC 7C,SINGLE MEMBER DISTRICT,SMD
94,PRECINCT 94,30,SMD 03-ANC 7D,SINGLE MEMBER DISTRICT,SMD
94,PRECINCT 94,30,SMD 04-ANC 7C,SINGLE MEMBER DISTRICT,SMD
95,PRECINCT 95,20,ANC 7C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
95,PRECINCT 95,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
95,PRECINCT 95,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
95,PRECINCT 95,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
95,PRECINCT 95,30,SMD 02-ANC 7C,SINGLE MEMBER DISTRICT,SMD
95,PRECINCT 95,30,SMD 05-ANC 7C,SINGLE MEMBER DISTRICT,SMD
95,PRECINCT 95,30,SMD 06-ANC 7C,SINGLE MEMBER DISTRICT,SMD
96,PRECINCT 96,20,ANC 7C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
96,PRECINCT 96,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
96,PRECINCT 96,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
96,PRECINCT 96,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
96,PRECINCT 96,30,SMD 02-ANC 7C,SINGLE MEMBER DISTRICT,SMD
96,PRECINCT 96,30,SMD 05-ANC 7C,SINGLE MEMBER DISTRICT,SMD
97,PRECINCT 97,20,ANC 7C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
97,PRECINCT 97,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
97,PRECINCT 97,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
97,PRECINCT 97,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
97,PRECINCT 97,30,SMD 01-ANC 7C,SINGLE MEMBER DISTRICT,SMD
97,PRECINCT 97,30,SMD 03-ANC 7C,SINGLE MEMBER DISTRICT,SMD
98,PRECINCT 98,20,ANC 7C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
98,PRECINCT 98,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
98,PRECINCT 98,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
98,PRECINCT 98,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
98,PRECINCT 98,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
98,PRECINCT 98,30,SMD 01-ANC 7C,SINGLE MEMBER DISTRICT,SMD
98,PRECINCT 98,30,SMD 03-ANC 7C,SINGLE MEMBER DISTRICT,SMD
98,PRECINCT 98,30,SMD 04-ANC 7C,SINGLE MEMBER DISTRICT,SMD
98,PRECINCT 98,30,SMD 05-ANC 7D,SINGLE MEMBER DISTRICT,SMD
99,PRECINCT 99,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
99,PRECINCT 99,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
99,PRECINCT 99,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
99,PRECINCT 99,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
99,PRECINCT 99,30,SMD 06-ANC 7D,SINGLE MEMBER DISTRICT,SMD
100,PRECINCT 100,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
100,PRECINCT 100,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
100,PRECINCT 100,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
100,PRECINCT 100,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
100,PRECINCT 100,30,SMD 02-ANC 7D,SINGLE MEMBER DISTRICT,SMD
100,PRECINCT 100,30,SMD 07-ANC 7D,SINGLE MEMBER DISTRICT,SMD
101,PRECINCT 101,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
101,PRECINCT 101,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
101,PRECINCT 101,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
101,PRECINCT 101,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
101,PRECINCT 101,30,SMD 04-ANC 7D,SINGLE MEMBER DISTRICT,SMD
102,PRECINCT 102,20,ANC 7A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
102,PRECINCT 102,20,ANC 7D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
102,PRECINCT 102,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
102,PRECINCT 102,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
102,PRECINCT 102,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
102,PRECINCT 102,30,SMD 05-ANC 7D,SINGLE MEMBER DISTRICT,SMD
102,PRECINCT 102,30,SMD 06-ANC 7A,SINGLE MEMBER DISTRICT,SMD
102,PRECINCT 102,30,SMD 06-ANC 7D,SINGLE MEMBER DISTRICT,SMD
103,PRECINCT 103,20,ANC 7A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
103,PRECINCT 103,20,ANC 7E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
103,PRECINCT 103,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
103,PRECINCT 103,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
103,PRECINCT 103,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
103,PRECINCT 103,30,SMD 01-ANC 7A,SINGLE MEMBER DISTRICT,SMD
103,PRECINCT 103,30,SMD 02-ANC 7A,SINGLE MEMBER DISTRICT,SMD
103,PRECINCT 103,30,SMD 04-ANC 7E,SINGLE MEMBER DISTRICT,SMD
103,PRECINCT 103,30,SMD 05-ANC 7A,SINGLE MEMBER DISTRICT,SMD
104,PRECINCT 104,20,ANC 7E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
104,PRECINCT 104,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
104,PRECINCT 104,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
104,PRECINCT 104,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
104,PRECINCT 104,30,SMD 03-ANC 7E,SINGLE MEMBER DISTRICT,SMD
104,PRECINCT 104,30,SMD 04-ANC 7E,SINGLE MEMBER DISTRICT,SMD
104,PRECINCT 104,30,SMD 05-ANC 7E,SINGLE MEMBER DISTRICT,SMD
104,PRECINCT 104,30,SMD 06-ANC 7E,SINGLE MEMBER DISTRICT,SMD
105,PRECINCT 105,20,ANC 7E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
105,PRECINCT 105,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
